bedrooms,bathrooms,toilets,parking_space,title,town,state,price
5,5,5,6,Detached Duplex,Ajah,Lagos,170000000
5,5,6,4,Detached Duplex,Lekki,Lagos,135000000
4,5,5,4,Semi Detached Bungalow,Lekki,Lagos,77000000
3,3,4,3,Detached Bungalow,Ajah,Lagos,40000000
5,5,5,4,Detached Duplex,Ikeja,Lagos,170000000
5,5,5,4,Detached Duplex,Mabushi,Abuja,500000000
9,9,1,2,Detached Duplex,Maitama District,Abuja,1700000000
5,5,5,4,Detached Duplex,Lekki,Lagos,140000000
5,5,6,2,Detached Duplex,Lekki,Lagos,150000000
7,7,9,4,Detached Bungalow,Ikorodu,Lagos,18500000
5,6,6,4,Detached Duplex,Lekki,Lagos,125000000
6,5,7,4,Detached Duplex,Ikoyi,Lagos,1480000000
4,5,5,3,Detached Duplex,Ajah,Lagos,75000000
4,4,5,3,Semi Detached Duplex,Ajah,Lagos,45000000
5,5,6,5,Detached Duplex,Lekki,Lagos,95000000
4,4,4,4,Terraced Duplexes,Lekki,Lagos,75000000
6,6,7,5,Detached Duplex,Lekki,Lagos,350000000
5,5,6,1,Detached Duplex,Lekki,Lagos,160000000
5,5,6,3,Terraced Duplexes,Lekki,Lagos,150000000
2,2,2,4,Semi Detached Bungalow,Ibeju Lekki,Lagos,11000000
3,4,4,3,Block of Flats,Ikoyi,Lagos,210000000
5,5,6,6,Detached Duplex,Ikoyi,Lagos,1600000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,50000000
5,7,7,4,Detached Duplex,Lekki,Lagos,70000000
4,4,5,7,Detached Duplex,Lekki,Lagos,100000000
5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000
5,5,6,4,Detached Duplex,Lekki,Lagos,350000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,70000000
3,2,2,4,Block of Flats,Ibadan,Oyo,15000000
5,5,6,4,Detached Duplex,Ajah,Lagos,73000000
2,4,4,4,Terraced Duplexes,Ibeju Lekki,Lagos,23800000
4,5,5,4,Detached Duplex,Ajah,Lagos,75000000
5,5,6,4,Detached Duplex,Magodo,Lagos,235000000
6,5,5,4,Detached Duplex,Lekki,Lagos,100000000
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000
2,2,2,4,Detached Bungalow,Ajah,Lagos,17000000
5,5,6,6,Detached Duplex,Lekki,Lagos,170000000
1,5,5,4,Detached Bungalow,Ketu,Lagos,25000000
4,4,5,6,Detached Duplex,Idu Industrial,Abuja,57000000
3,4,4,3,Block of Flats,Ajah,Lagos,29000000
5,5,6,4,Detached Duplex,Lekki,Lagos,350000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,60000000
3,4,4,3,Block of Flats,Lekki,Lagos,42500000
3,3,3,5,Detached Bungalow,Ajah,Lagos,21000000
5,5,6,4,Semi Detached Duplex,Ikoyi,Lagos,550000000
4,4,6,4,Detached Duplex,Isheri North,Lagos,75000000
5,5,5,4,Detached Duplex,Katampe,Abuja,90000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,1750000000
5,5,6,4,Detached Duplex,Lokogoma District,Abuja,28000000
3,4,4,4,Block of Flats,Ajah,Lagos,65000000
4,4,5,3,Detached Duplex,Lekki,Lagos,73000000
2,3,3,2,Block of Flats,Ajah,Lagos,36000000
6,6,6,3,Detached Bungalow,Magodo,Lagos,40000000
3,4,4,1,Detached Bungalow,Ikotun,Lagos,23000000
5,6,6,5,Detached Duplex,Ikoyi,Lagos,900000000
5,8,6,4,Detached Duplex,Ikoyi,Lagos,1000000000
5,5,6,4,Detached Duplex,Lekki,Lagos,300000000
5,6,6,6,Detached Duplex,Lekki,Lagos,280000000
8,8,1,1,Detached Duplex,Maitama District,Abuja,1100000000
5,5,6,6,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000
4,4,6,4,Detached Bungalow,Ifako-Ijaiye,Anambara,65000000
5,5,6,4,Detached Duplex,Lekki,Lagos,220000000
4,4,4,4,Semi Detached Duplex,Ajah,Lagos,50000000
5,5,6,4,Detached Duplex,Lekki,Lagos,140000000
4,5,5,4,Detached Duplex,Lekki,Lagos,70000000
2,2,3,5,Detached Bungalow,Uyo,Akwa Ibom,10000000
2,2,3,4,Detached Duplex,Lekki,Lagos,15000000
4,4,5,2,Detached Bungalow,Obafemi Owode,Ogun,26000000
4,5,6,6,Semi Detached Duplex,Jahi,Abuja,75000000
5,5,6,5,Detached Duplex,Ikoyi,Lagos,500000000
5,5,6,4,Detached Duplex,Lekki,Lagos,150000000
5,5,5,4,Detached Duplex,Asokoro District,Abuja,170000000
4,4,5,5,Detached Duplex,Lekki,Lagos,155000000
8,2,2,4,Block of Flats,Ibadan,Oyo,6000000
4,4,5,3,Detached Duplex,Ikorodu,Lagos,48000000
3,4,4,3,Terraced Duplexes,Lekki,Lagos,38000000
5,5,6,3,Detached Duplex,Magodo,Lagos,70000000
5,5,6,4,Detached Duplex,Lekki,Lagos,85000000
4,4,5,4,Detached Duplex,Ikoyi,Lagos,280000000
5,5,6,4,Detached Duplex,Lekki,Lagos,200000000
3,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,22000000
4,5,5,4,Semi Detached Duplex,Ibadan,Oyo,42000000
4,4,5,4,Detached Duplex,Lekki,Lagos,120000000
1,1,1,4,Detached Duplex,Lekki,Lagos,420000000
4,4,5,3,Detached Duplex,Ajah,Lagos,65000000
4,4,5,8,Detached Duplex,Ojodu,Lagos,55000000
4,4,5,3,Detached Duplex,Lekki,Lagos,85000000
6,6,7,6,Detached Duplex,Ikoyi,Lagos,1300000000
4,5,6,3,Detached Duplex,Lekki,Lagos,70000000
4,4,5,4,Detached Duplex,Lekki,Lagos,75000000
5,5,6,4,Detached Duplex,Lekki,Lagos,200000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000
3,4,4,6,Semi Detached Bungalow,Lekki,Lagos,45000000
6,6,6,8,Detached Duplex,Ajah,Lagos,150000000
5,5,6,6,Detached Duplex,Lekki,Lagos,120000000
4,4,5,4,Detached Duplex,Ajah,Lagos,85000000
5,5,6,4,Detached Duplex,Lekki,Lagos,125000000
4,4,5,4,Terraced Duplexes,Victoria Island (VI),Lagos,145000000
3,3,3,1,Block of Flats,Isolo,Lagos,65000000
5,5,6,3,Detached Duplex,Lekki,Lagos,135000000
5,5,6,3,Detached Duplex,Lekki,Lagos,310000000
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,65000000
5,5,6,4,Detached Duplex,Ajah,Lagos,75000000
4,5,5,4,Detached Duplex,Lekki,Lagos,220000000
4,4,5,4,Detached Duplex,Lekki,Lagos,65000000
5,6,8,5,Detached Duplex,Lekki,Lagos,270000000
2,2,3,4,Block of Flats,Ajah,Lagos,25000000
3,3,5,4,Terraced Bungalow,KM 46,Ogun,17000000
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000
3,3,4,1,Semi Detached Duplex,Lekki,Lagos,33000000
4,5,6,6,Semi Detached Duplex,Lekki,Lagos,65000000
3,4,4,4,Block of Flats,Karmo,Abuja,28000000
5,6,6,4,Detached Duplex,Lekki,Lagos,125000000
4,4,5,2,Detached Duplex,Ajah,Lagos,60000000
3,4,4,5,Detached Bungalow,Galadimawa,Abuja,35000000
4,4,5,4,Detached Bungalow,Ibadan,Oyo,12000000
3,4,4,4,Terraced Duplexes,Lekki,Lagos,36000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,85000000
2,3,3,4,Semi Detached Bungalow,Osogbo,Osun,6000000
2,5,3,4,Detached Duplex,Ibadan,Oyo,8000000
3,5,5,4,Terraced Duplexes,Ajah,Lagos,55000000
5,6,7,4,Detached Duplex,Lekki,Lagos,108000000
4,5,5,4,Detached Duplex,Ikorodu,Lagos,35000000
6,5,7,4,Detached Duplex,Isheri North,Lagos,155000000
1,5,5,4,Block of Flats,Wuse,Abuja,180000000
4,4,5,3,Detached Duplex,Lekki,Lagos,55000000
5,5,5,4,Detached Duplex,Gwarinpa,Abuja,200000000
4,4,5,5,Detached Duplex,Ibeju Lekki,Lagos,30000000
5,5,6,4,Detached Duplex,Lekki,Lagos,250000000
2,5,3,4,Block of Flats,Guzape District,Abuja,22500000
3,3,4,4,Detached Bungalow,Ajah,Lagos,30000000
5,5,6,4,Detached Duplex,Lekki,Lagos,450000000
4,4,5,4,Detached Bungalow,Ajah,Lagos,27000000
5,5,6,7,Detached Duplex,Lekki,Lagos,330000000
5,5,6,5,Detached Duplex,Lekki,Lagos,330000000
5,5,6,4,Detached Duplex,Lekki,Lagos,110000000
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,120000000
4,4,5,3,Terraced Duplexes,Wuye,Abuja,140000000
4,4,5,4,Detached Duplex,Lekki,Lagos,120000000
4,4,5,4,Terraced Duplexes,Katampe,Abuja,75000000
2,2,3,2,Block of Flats,Ajah,Lagos,16250000
5,5,6,7,Detached Duplex,Lekki,Lagos,320000000
5,5,6,3,Detached Duplex,Utako,Abuja,220000000
5,6,7,5,Detached Duplex,Lekki,Lagos,175000000
4,5,5,4,Detached Duplex,Lekki,Lagos,80000000
5,5,6,7,Detached Duplex,Lekki,Lagos,120000000
4,4,5,5,Semi Detached Duplex,Ogudu,Lagos,150000000
5,7,7,8,Detached Duplex,Lekki,Lagos,400000000
9,9,1,8,Detached Duplex,Maitama District,Abuja,750000000
5,5,6,9,Detached Duplex,Lekki,Lagos,260000000
5,5,6,3,Detached Duplex,Lekki,Lagos,120000000
3,3,4,4,Terraced Duplexes,Ajah,Lagos,38000000
3,3,4,2,Terraced Duplexes,Ikoyi,Lagos,250000000
3,3,3,2,Detached Bungalow,Ado-Odo/Ota,Ogun,7000000
5,5,5,4,Detached Duplex,Ajah,Lagos,70000000
5,6,6,3,Detached Duplex,Owerri Municipal,Imo,155000000
5,5,6,4,Detached Duplex,Lekki,Lagos,300000000
5,5,6,4,Detached Duplex,Lekki,Lagos,170000000
5,5,6,4,Detached Duplex,Ikoyi,Lagos,600000000
4,5,5,4,Detached Duplex,Lekki,Lagos,120000000
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,95000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
5,5,6,4,Detached Duplex,Magodo,Lagos,235000000
7,7,8,4,Detached Duplex,Lekki,Lagos,47000000
4,5,5,4,Detached Bungalow,Ajah,Lagos,30000000
4,4,5,4,Detached Duplex,Lekki,Lagos,76000000
5,5,6,4,Detached Duplex,Lekki,Lagos,120000000
5,6,7,6,Detached Duplex,Lekki,Lagos,110000000
6,6,6,4,Detached Duplex,Isolo,Lagos,160000000
5,6,6,4,Detached Duplex,Lekki,Lagos,145000000
4,4,5,4,Terraced Duplexes,Lekki,Lagos,70000000
3,3,4,4,Detached Bungalow,Lekki,Lagos,25000000
6,6,7,5,Detached Duplex,Lekki,Lagos,350000000
5,5,6,1,Detached Duplex,Katampe,Abuja,105000000
5,5,6,4,Detached Duplex,Ajah,Lagos,72000000
3,3,4,2,Semi Detached Duplex,Lekki,Lagos,80000000
5,5,5,4,Detached Duplex,Lekki,Lagos,120000000
4,5,5,4,Detached Duplex,Lekki,Lagos,200000000
3,3,4,6,Detached Bungalow,Apo,Abuja,45000000
5,5,6,7,Detached Duplex,Lekki,Lagos,135000000
2,2,2,4,Block of Flats,Ado-Ekiti,Ekiti,70000000
6,6,7,1,Detached Duplex,Lekki,Lagos,360000000
3,3,4,4,Detached Bungalow,Ajah,Lagos,20800000
5,5,5,4,Detached Duplex,Ikoyi,Lagos,780000000
5,6,6,4,Detached Duplex,Lekki,Lagos,85000000
5,5,6,6,Detached Duplex,Kubwa,Abuja,47500000
5,5,6,4,Detached Duplex,Victoria Island (VI),Lagos,190000000
7,7,8,1,Detached Duplex,Maitama District,Abuja,1000000000
4,4,5,3,Detached Duplex,Lekki,Lagos,70000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,65000000
3,3,4,3,Terraced Duplexes,Life Camp,Abuja,35000000
3,5,5,4,Terraced Duplexes,Isheri North,Ogun,30000000
4,4,5,4,Detached Duplex,Port Harcourt,Rivers,60000000
5,5,5,6,Detached Duplex,Lekki,Lagos,97000000
5,5,6,4,Detached Duplex,Lekki,Lagos,230000000
4,4,5,3,Terraced Bungalow,Lekki,Lagos,145000000
5,5,6,4,Semi Detached Duplex,Ikoyi,Lagos,350000000
4,4,5,4,Detached Duplex,Lekki,Lagos,65000000
5,6,6,4,Detached Duplex,Lekki,Lagos,120000000
5,5,6,4,Detached Duplex,Lekki,Lagos,85000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,75000000
7,7,8,8,Detached Duplex,Victoria Island (VI),Lagos,420000000
5,4,4,5,Detached Duplex,Lekki,Lagos,120000000
2,5,5,4,Block of Flats,Ipaja,Lagos,55000000
4,5,4,4,Semi Detached Duplex,Lekki,Lagos,70000000
6,6,7,5,Detached Duplex,Lekki,Lagos,120000000
5,5,5,4,Detached Duplex,Ajah,Lagos,170000000
6,6,6,1,Detached Duplex,Magodo,Lagos,135000000
5,5,6,3,Detached Duplex,Lekki,Lagos,110000000
3,2,2,4,Block of Flats,Ifo,Ogun,29000000
3,4,4,1,Detached Bungalow,Lokogoma District,Abuja,28000000
4,4,5,5,Detached Duplex,Lekki,Lagos,120000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,160000000
3,3,4,2,Terraced Duplexes,Lekki,Lagos,40000000
4,4,4,4,Detached Duplex,Ajah,Lagos,70000000
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,55000000
3,3,3,3,Block of Flats,Ajah,Lagos,29000000
5,4,4,5,Detached Bungalow,Ibadan,Oyo,5500000
5,5,6,4,Detached Duplex,Dakwo,Abuja,90000000
4,4,5,4,Terraced Duplexes,Utako,Abuja,98000000
5,6,6,5,Detached Duplex,Lekki,Lagos,260000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,150000000
5,5,5,8,Detached Duplex,Enugu,Enugu,50000000
5,5,6,2,Detached Duplex,Lekki,Lagos,200000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,75000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
6,6,7,5,Detached Duplex,Lekki,Lagos,130000000
5,5,6,4,Detached Duplex,Lekki,Lagos,50000000
5,5,5,8,Detached Bungalow,Ipaja,Lagos,25000000
4,4,5,4,Detached Duplex,Lekki,Lagos,78000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,150000000
5,5,6,5,Detached Duplex,Lekki,Lagos,310000000
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000
3,2,2,2,Terraced Bungalow,Mowe Ofada,Ogun,10000000
8,8,5,4,Detached Duplex,Ikeja,Lagos,650000000
2,2,3,3,Block of Flats,Wuye,Abuja,25000000
5,5,5,4,Detached Duplex,Lekki,Lagos,150000000
3,4,4,1,Block of Flats,Alimosho,Lagos,28000000
3,3,4,4,Block of Flats,Lekki,Lagos,65000000
5,5,6,4,Detached Duplex,Lekki,Lagos,65000000
5,5,6,8,Detached Duplex,Lekki,Lagos,170000000
3,5,5,4,Semi Detached Duplex,Ajah,Lagos,40000000
4,4,5,4,Detached Duplex,Ajah,Lagos,75000000
4,6,6,4,Detached Duplex,Ibadan,Oyo,55000000
3,3,4,2,Semi Detached Bungalow,Mowe Ofada,Ogun,10500000
3,3,4,3,Terraced Duplexes,Lekki,Lagos,55000000
4,4,4,4,Detached Bungalow,Owerri West,Imo,35000000
6,6,6,1,Detached Duplex,Oluyole,Oyo,65000000
5,5,5,3,Detached Duplex,Lekki,Lagos,115000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,90000000
5,5,5,4,Detached Duplex,Wuse,Abuja,200000000
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,250000000
5,5,6,4,Detached Duplex,Magodo,Lagos,230000000
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,75000000
5,5,6,6,Detached Duplex,Lekki,Lagos,250000000
4,4,5,4,Detached Duplex,Ikeja,Lagos,90000000
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000
6,6,7,1,Detached Duplex,Ikoyi,Lagos,1350000000
2,2,3,2,Detached Bungalow,Mowe Ofada,Ogun,8500000
9,9,1,1,Detached Duplex,Isolo,Lagos,70000000
5,5,6,3,Detached Duplex,Lekki,Lagos,240000000
5,6,6,5,Detached Duplex,Lekki,Lagos,130000000
5,5,6,5,Detached Duplex,Lekki,Lagos,197000000
4,4,5,9,Detached Bungalow,Gwarinpa,Abuja,46000000
2,2,3,2,Terraced Duplexes,Ajah,Lagos,25000000
4,4,4,4,Terraced Duplexes,Lekki,Lagos,110000000
5,5,6,4,Detached Bungalow,Lekki,Lagos,120000000
4,5,5,5,Semi Detached Duplex,Apo,Abuja,50000000
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,75000000
5,5,6,4,Detached Duplex,Lekki,Lagos,130000000
5,6,6,4,Detached Duplex,Lekki,Lagos,150000000
5,5,6,5,Detached Duplex,Lekki,Lagos,350000000
5,5,6,4,Detached Duplex,Lekki,Lagos,280000000
5,5,5,5,Detached Duplex,Lekki,Lagos,130000000
4,4,5,4,Detached Duplex,Ajah,Lagos,70000000
5,5,6,4,Terraced Duplexes,Lekki,Lagos,130000000
5,4,5,3,Detached Duplex,Magodo,Lagos,78000000
4,6,5,4,Detached Duplex,Lekki,Lagos,90000000
5,5,6,4,Detached Duplex,Lekki,Lagos,165000000
4,4,5,2,Terraced Duplexes,Lekki,Lagos,85000000
5,5,6,4,Detached Duplex,Magodo,Lagos,235000000
4,4,5,3,Detached Duplex,Victoria Island (VI),Lagos,160000000
2,2,2,4,Detached Bungalow,Ipaja,Lagos,4900000
4,4,5,4,Semi Detached Duplex,Jabi,Abuja,70000000
5,5,6,8,Detached Duplex,Port Harcourt,Rivers,60000000
5,5,6,6,Detached Duplex,Gaduwa,Abuja,110000000
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,40000000
5,5,5,2,Detached Duplex,Lokogoma District,Abuja,200000000
5,5,6,4,Detached Duplex,Arepo,Ogun,58000000
5,6,6,5,Detached Duplex,Ikoyi,Lagos,750000000
4,4,5,4,Detached Duplex,Ikeja,Lagos,140000000
5,5,6,4,Detached Duplex,Lekki,Lagos,90000000
4,4,5,4,Block of Flats,Ikoyi,Lagos,170000000
4,4,5,2,Terraced Duplexes,Life Camp,Abuja,60000000
6,6,6,4,Detached Duplex,Lekki,Lagos,70000000
4,4,5,3,Detached Duplex,Lekki,Lagos,55000000
4,4,4,4,Terraced Duplexes,Lekki,Lagos,59000000
5,5,6,6,Detached Duplex,Lekki,Lagos,110000000
5,5,5,4,Detached Duplex,Lekki,Lagos,250000000
3,3,3,3,Semi Detached Bungalow,Ajah,Lagos,28000000
5,4,5,3,Detached Duplex,Lekki,Lagos,185000000
4,5,5,4,Detached Duplex,Lugbe District,Abuja,17000000
4,3,3,4,Detached Bungalow,Ibadan,Oyo,25000000
3,3,4,4,Semi Detached Bungalow,Ibeju Lekki,Lagos,25000000
5,7,7,4,Detached Duplex,Ikeja,Lagos,240000000
1,5,5,1,Terraced Bungalow,Ifo,Ogun,6500000
4,5,5,3,Detached Duplex,Victoria Island (VI),Lagos,175000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,80000000
3,3,4,3,Semi Detached Duplex,Ibeju Lekki,Lagos,30000000
7,8,8,6,Detached Duplex,Guzape District,Abuja,550000000
3,3,4,5,Semi Detached Duplex,Lugbe District,Abuja,65000000
5,5,6,3,Detached Duplex,Ajah,Lagos,60000000
5,5,6,4,Terraced Duplexes,Gaduwa,Abuja,60000000
5,5,6,5,Detached Duplex,Lekki,Lagos,120000000
4,4,5,4,Terraced Duplexes,Katampe,Abuja,1000000000
5,5,6,4,Detached Duplex,Magodo,Lagos,85000000
5,5,6,5,Detached Duplex,Lekki,Lagos,280000000
4,4,5,5,Detached Duplex,Lekki,Lagos,55000000
5,6,6,5,Detached Duplex,Lekki,Lagos,200000000
4,5,5,4,Detached Duplex,Lekki,Lagos,85000000
5,5,6,5,Detached Duplex,Lekki,Lagos,95000000
4,4,5,4,Detached Duplex,Lekki,Lagos,140000000
4,5,5,3,Semi Detached Duplex,Lekki,Lagos,70000000
4,5,6,3,Semi Detached Duplex,Lekki,Lagos,106000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,130000000
7,7,8,4,Detached Duplex,Katampe,Abuja,280000000
4,4,5,3,Detached Duplex,Ajah,Lagos,70000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,175000000
4,4,5,4,Detached Duplex,Ikoyi,Lagos,280000000
4,4,5,4,Detached Duplex,Lekki,Lagos,85000000
5,5,6,3,Semi Detached Duplex,Lekki,Lagos,150000000
3,4,5,4,Terraced Duplexes,Lekki,Lagos,55000000
9,9,1,1,Detached Duplex,Isolo,Lagos,70000000
5,5,6,4,Detached Duplex,Magodo,Lagos,170000000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,47000000
5,5,6,3,Detached Duplex,Lekki,Lagos,125000000
6,5,6,4,Detached Duplex,Lekki,Lagos,215000000
3,3,4,3,Block of Flats,Surulere,Lagos,45000000
4,4,4,4,Detached Duplex,Lekki,Lagos,90000000
5,5,6,3,Terraced Duplexes,Galadimawa,Abuja,35000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,85000000
5,5,7,6,Detached Duplex,Lekki,Lagos,350000000
5,5,6,4,Detached Duplex,Ayobo,Lagos,19000000
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,65000000
6,6,7,4,Detached Duplex,Asokoro District,Abuja,500000000
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,40000000
1,1,5,4,Detached Duplex,Kubwa,Abuja,40000000
5,5,6,4,Detached Duplex,Lekki,Lagos,200000000
4,4,5,4,Detached Bungalow,Ado-Ekiti,Ekiti,70000000
6,6,7,4,Detached Duplex,Lekki,Lagos,130000000
5,6,6,1,Detached Duplex,Lekki,Lagos,125000000
5,5,6,4,Detached Duplex,Lekki,Lagos,85000000
5,5,6,4,Terraced Duplexes,Lekki,Lagos,270000000
4,3,4,3,Terraced Duplexes,Ajah,Lagos,33000000
5,5,6,5,Detached Duplex,Lekki,Lagos,300000000
5,5,7,5,Detached Duplex,Lekki,Lagos,138000000
5,5,6,6,Detached Duplex,Ikoyi,Lagos,750000000
7,7,8,1,Detached Duplex,Maitama District,Abuja,850000000
5,6,6,5,Detached Duplex,Lekki,Lagos,80000000
6,6,7,5,Detached Duplex,Lekki,Lagos,85000000
4,4,6,5,Detached Bungalow,Ikorodu,Lagos,50000000
7,7,8,1,Detached Duplex,Alimosho,Lagos,35000000
4,5,6,3,Terraced Duplexes,Jabi,Abuja,140000000
4,5,5,4,Detached Duplex,Lekki,Lagos,90000000
5,5,6,5,Detached Duplex,Lekki,Lagos,110000000
5,5,5,4,Semi Detached Duplex,Lugbe District,Abuja,45000000
4,4,5,4,Detached Duplex,Lekki,Lagos,110000000
4,4,5,4,Detached Bungalow,Port Harcourt,Rivers,30000000
5,6,6,4,Detached Duplex,Lekki,Lagos,85000000
5,5,6,5,Detached Duplex,Ikeja,Lagos,245000000
3,5,5,4,Block of Flats,Ikoyi,Lagos,210000000
4,4,5,4,Detached Duplex,Ikoyi,Lagos,280000000
4,4,5,5,Detached Duplex,Asaba,Delta,70000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,57000000
1,1,1,1,Detached Duplex,Victoria Island (VI),Lagos,580000000
5,5,5,4,Detached Duplex,Lekki,Lagos,160000000
3,3,3,4,Detached Bungalow,Ibeju Lekki,Lagos,19500000
5,5,5,4,Terraced Duplexes,Lekki,Lagos,245000000
4,3,3,6,Detached Bungalow,Surulere,Lagos,75000000
4,4,5,2,Detached Duplex,Lekki,Lagos,140000000
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,75000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,270000000
4,5,5,4,Semi Detached Bungalow,Lekki,Lagos,67000000
5,6,6,4,Detached Duplex,Lekki,Lagos,120000000
4,4,5,4,Terraced Duplexes,Ibadan,Oyo,50000000
5,7,7,6,Detached Duplex,Lekki,Lagos,300000000
3,3,4,4,Detached Bungalow,Ado-Ekiti,Ekiti,18000000
5,5,6,4,Detached Duplex,Lekki,Lagos,80000000
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,65000000
3,4,4,4,Detached Bungalow,Ajah,Lagos,30000000
5,5,6,4,Semi Detached Duplex,Ikeja,Lagos,250000000
4,5,6,3,Terraced Duplexes,Galadimawa,Abuja,65000000
2,2,3,2,Block of Flats,Lekki,Lagos,27000000
5,4,5,5,Detached Duplex,Owerri Municipal,Imo,75000000
3,3,4,3,Terraced Duplexes,Lekki,Lagos,40000000
3,4,4,4,Terraced Duplexes,Karmo,Abuja,45000000
5,4,5,4,Detached Duplex,Ikeja,Lagos,265000000
3,4,4,3,Terraced Duplexes,Lekki,Lagos,34000000
5,6,7,4,Detached Duplex,Lekki,Lagos,95000000
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,80000000
2,2,2,4,Block of Flats,Lekki,Lagos,550000000
8,8,8,7,Detached Duplex,Victoria Island (VI),Lagos,1100000000
5,4,5,4,Detached Duplex,Ikotun,Lagos,26000000
4,4,5,5,Detached Duplex,Ibadan,Oyo,55000000
3,3,4,3,Terraced Duplexes,Apo,Abuja,55000000
4,4,5,4,Detached Duplex,Ikeja,Lagos,60000000
5,5,5,4,Detached Duplex,Lekki,Lagos,110000000
5,5,5,4,Detached Duplex,Asokoro District,Abuja,365000000
1,1,1,4,Block of Flats,Owerri Municipal,Imo,28000000
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,50000000
3,3,4,3,Detached Bungalow,Ibeju Lekki,Lagos,16000000
5,5,6,5,Detached Duplex,Ikeja,Lagos,130000000
3,3,3,3,Terraced Duplexes,Lugbe District,Abuja,42000000
5,5,6,4,Detached Duplex,Magodo,Lagos,60000000
4,4,5,6,Detached Duplex,Lekki,Lagos,105000000
5,5,5,4,Detached Duplex,Lekki,Lagos,300000000
3,3,4,5,Detached Bungalow,Lokogoma District,Abuja,23000000
4,4,5,3,Terraced Duplexes,Lekki,Lagos,128000000
4,5,5,4,Terraced Duplexes,Lekki,Lagos,140000000
3,3,3,1,Detached Bungalow,Ikotun,Lagos,17000000
4,5,5,4,Detached Duplex,Lekki,Lagos,90000000
5,5,6,4,Detached Duplex,Magodo,Lagos,150000000
3,3,4,4,Block of Flats,Utako,Abuja,45000000
5,5,6,6,Detached Duplex,Lekki,Lagos,115000000
4,3,3,4,Detached Bungalow,Owerri Municipal,Imo,58000000
6,6,7,4,Detached Duplex,Maitama District,Abuja,550000000
5,5,6,5,Detached Duplex,Lekki,Lagos,85000000
3,3,4,1,Detached Bungalow,Mowe Ofada,Ogun,15000000
8,5,5,4,Detached Duplex,Ibadan,Oyo,70000000
5,5,6,4,Detached Duplex,Victoria Island (VI),Lagos,270000000
5,5,6,4,Detached Duplex,Lekki,Lagos,165000000
5,5,6,4,Detached Duplex,Lekki,Lagos,125000000
5,5,6,6,Detached Duplex,Guzape District,Abuja,300000000
4,5,5,4,Detached Duplex,Lekki,Lagos,140000000
5,6,6,8,Detached Duplex,Ikeja,Lagos,70000000
6,6,8,1,Detached Duplex,Wuse,Abuja,400000000
5,5,5,4,Detached Duplex,Lekki,Lagos,90000000
5,5,6,6,Detached Duplex,Lekki,Lagos,130000000
3,3,3,2,Detached Duplex,Ifako-Ijaiye,Lagos,30000000
4,5,5,4,Detached Duplex,Lekki,Lagos,90000000
4,4,5,4,Semi Detached Duplex,Apo,Abuja,60000000
3,2,2,4,Block of Flats,Ibadan,Oyo,45000000
4,4,5,4,Semi Detached Duplex,Katampe,Abuja,80000000
